Hanumangarh,Guava,Pilibanga Mandi,2018-11-15,2338.6064413534136
Nagaur,Garlic,Nagaur APMC Mandi,2019-04-27,2639.933379052078
Jodhpur,Tomato,Sojati Gate Mandi,2018-10-04,2523.7143406450837
Alwar,Mustard,Alwar APMC Mandi,2018-03-25,2413.5531908466646
Kota,Chilli,Ramganj Mandi,2018-03-26,2554.9038784934446
Jodhpur,Gram,Sojati Gate Mandi,2018-09-20,2202.5418876686103
Ajmer,Barley,Kishangarh Mandi,2018-08-09,2531.583587172903
Jaipur,Maize,Kisan Mandi,2019-02-24,2545.18074785339
Sri Ganganagar,Pomegranate,Padampur Mandi,2019-05-01,2049.0859421927557
Jodhpur,Oilseeds,Sojati Gate Mandi,2019-05-18,2798.7081263111086
Jodhpur,Garlic,Jodhpur APMC Mandi,2018-07-22,2235.5698884319013
Hanumangarh,Coriander,Pilibanga Mandi,2019-02-08,2527.0929397619307
Alwar,Coriander,Alwar APMC Mandi,2018-09-07,2849.323522160581
Hanumangarh,Opium,Hanumangarh APMC Mandi,2018-05-13,2777.703027314161
Nagaur,Onion,Didwana Mandi,2018-10-28,2510.3000165706508
Jaipur,Barley,Kisan Mandi,2018-04-15,2391.2502991353795
Alwar,Cotton,Alwar APMC Mandi,2018-09-03,2784.2535725726702
Udaipur,Barley,Udaipur APMC Mandi,2018-08-17,2702.408493342586
Ajmer,Garlic,Kishangarh Mandi,2018-11-02,2314.490493986761
Jaipur,Maize,Kukas Mandi,2019-04-15,2261.531905899493
Jodhpur,Cumin,Jodhpur APMC Mandi,2018-06-12,1878.2934454912006
Udaipur,Mustard,Fatehnagar Mandi,2018-11-05,2546.2095525050763
Nagaur,Coriander,Nagaur APMC Mandi,2018-03-24,2475.1906764944806
Hanumangarh,Onion,Hanumangarh APMC Mandi,2018-04-27,2840.857412392763
Sri Ganganagar,Barley,Sri Ganganagar APMC Mandi,2018-06-28,2607.71652804411
Jaipur,Onion,Bassi Mandi,2018-04-04,2900.268758251807
Ajmer,Fennel,Kishangarh Mandi,2018-07-24,2290.790731625149
Alwar,Onion,Tijara Mandi,2018-05-13,2841.4450992902857
Ajmer,Wheat,Ajmer APMC Mandi,2018-03-27,2341.3250862686036
Jaipur,Bajra,Bassi Mandi,2018-10-14,2733.2788185376817
Nagaur,Pomegranate,Nagaur APMC Mandi,2018-11-13,2062.372482240792
Hanumangarh,Onion,Hanumangarh APMC Mandi,2019-03-06,2570.5405898098566
Alwar,Pomegranate,Alwar APMC Mandi,2019-04-07,1904.5936175662268
Alwar,Opium,Tijara Mandi,2019-04-16,2419.8587542174737
Hanumangarh,Pulses,Hanumangarh APMC Mandi,2019-02-01,2632.106198163374
Bhilwara,Gram,Mandal Mandi,2019-02-12,2343.7094346306712
Udaipur,Bajra,Fatehnagar Mandi,2018-11-20,2184.86871137321
Alwar,Barley,Alwar APMC Mandi,2018-10-07,2753.8355407887802
Ajmer,Mustard,Ajmer APMC Mandi,2019-04-25,2468.961163045923
Ajmer,Citrus,Ajmer APMC Mandi,2019-04-30,2353.1288058907985
Jaipur,Maize,Muhana Mandi,2018-10-21,2512.568776346283
Jodhpur,Barley,Jodhpur APMC Mandi,2019-04-30,3291.0007425836766
Bhilwara,Oilseeds,Mandal Mandi,2018-12-23,2846.050854934463
Jaipur,Mango,Kisan Mandi,2018-04-27,2848.772100456352
Nagaur,Fennel,Nagaur APMC Mandi,2018-09-12,2630.663895697709
Sri Ganganagar,Pulses,Padampur Mandi,2018-05-25,2549.945581773144
Bhilwara,Fenugreek,Bhilwara APMC Mandi,2019-03-29,1781.1753135008753
Jodhpur,Mustard,Sojati Gate Mandi,2019-05-01,2296.3058960610606
Hanumangarh,Bajra,Pilibanga Mandi,2018-10-16,2355.8276760392578
Udaipur,Maize,Fatehnagar Mandi,2018-04-28,1937.53238078574
Sri Ganganagar,Guava,Padampur Mandi,2018-04-30,2152.77526293537
Ajmer,Chilli,Kishangarh Mandi,2019-02-16,1905.7490587232098
Udaipur,Opium,Udaipur APMC Mandi,2018-10-16,2488.502849290788
Jaipur,Guava,Kukas Mandi,2018-08-07,2745.6297912546447
Nagaur,Onion,Didwana Mandi,2018-07-11,2832.0323555872988
Jodhpur,Bajra,Jodhpur APMC Mandi,2018-08-17,2624.435338623772
Hanumangarh,Maize,Pilibanga Mandi,2019-03-08,2210.981097640429
Hanumangarh,Bajra,Hanumangarh APMC Mandi,2019-03-17,1920.380452444012
Udaipur,Pulses,Udaipur APMC Mandi,2018-06-24,1972.9393901795493
Ajmer,Opium,Kishangarh Mandi,2019-02-23,2119.3052268236506
Bhilwara,Gram,Bhilwara APMC Mandi,2018-06-20,2233.3420905892976
Bhilwara,Barley,Mandal Mandi,2018-10-23,2452.075450602524
Sri Ganganagar,Cumin,Padampur Mandi,2018-06-09,2195.7507345619097
Sri Ganganagar,Mustard,Sri Ganganagar APMC Mandi,2018-12-23,2601.6927681004786
Sri Ganganagar,Coriander,Padampur Mandi,2018-08-08,2430.317949160158
Bhilwara,Wheat,Mandal Mandi,2019-03-06,2503.1637135223077
Alwar,Tomato,Alwar APMC Mandi,2018-12-11,2842.0751658013614
Ajmer,Bajra,Kishangarh Mandi,2018-09-05,2145.930479739889
Kota,Fenugreek,Ramganj Mandi,2018-05-14,2625.6113734877104
Hanumangarh,Barley,Pilibanga Mandi,2018-07-18,2495.808031457178
Jaipur,Garlic,Kisan Mandi,2019-05-05,2399.9541157090916
Jaipur,Coriander,Kisan Mandi,2019-02-02,2765.576896259788
Sri Ganganagar,Cumin,Sri Ganganagar APMC Mandi,2018-09-28,2763.7042463671023
Jaipur,Mango,Sanganer Mandi,2018-06-26,2216.0527612034716
Nagaur,Citrus,Didwana Mandi,2018-11-15,2445.3518248426226
Jaipur,Gram,Bassi Mandi,2018-09-29,2584.3635047752196
Alwar,Fenugreek,Tijara Mandi,2019-02-26,2418.097975593225
Hanumangarh,Tomato,Pilibanga Mandi,2018-08-24,2675.5063996863396
Nagaur,Cumin,Didwana Mandi,2018-11-07,2584.3576053730826
Kota,Pomegranate,Ramganj Mandi,2018-12-22,3049.768372106804
Ajmer,Pulses,Ajmer APMC Mandi,2019-01-05,2040.9162592210637
Sri Ganganagar,Fenugreek,Padampur Mandi,2018-12-12,2463.2692030757808
Jodhpur,Maize,Sojati Gate Mandi,2018-06-06,2227.4492465463427
Udaipur,Cumin,Fatehnagar Mandi,2019-01-21,2681.232236631713
Jaipur,Coriander,Kisan Mandi,2018-11-06,2014.8484329863368
Udaipur,Cotton,Fatehnagar Mandi,2019-02-03,2603.893813067466
Nagaur,Wheat,Nagaur APMC Mandi,2018-06-30,2310.9854705954976
Sri Ganganagar,Cumin,Padampur Mandi,2019-01-09,2279.751440163696
Sri Ganganagar,Oilseeds,Padampur Mandi,2018-04-18,2066.050538937794
Bhilwara,Wheat,Mandal Mandi,2019-03-13,2360.477216139698
Jaipur,Tomato,Muhana Mandi,2019-02-03,2825.3501590872775
Udaipur,Onion,Udaipur APMC Mandi,2019-02-03,2492.4433949411564
Alwar,Barley,Alwar APMC Mandi,2018-12-17,2688.3041253623423
Sri Ganganagar,Coriander,Padampur Mandi,2019-04-25,2999.3925465898824
Jodhpur,Tomato,Jodhpur APMC Mandi,2019-03-13,2579.126675446773
Sri Ganganagar,Cotton,Padampur Mandi,2018-06-19,2332.3601283812977
Bhilwara,Pulses,Bhilwara APMC Mandi,2018-11-28,2640.175664554837
Kota,Pulses,Kota APMC Mandi,2018-10-18,2336.7111561057122
Ajmer,Gram,Ajmer APMC Mandi,2018-08-18,2348.673195010849
Kota,Fenugreek,Ramganj Mandi,2018-07-03,2044.0321601143046
Nagaur,Mango,Nagaur APMC Mandi,2018-07-21,2777.8772473253175
Hanumangarh,Opium,Hanumangarh APMC Mandi,2019-02-28,2384.1992273051683
Jaipur,Opium,Kisan Mandi,2018-11-19,2554.629473744759
Sri Ganganagar,Wheat,Padampur Mandi,2019-03-22,2189.2114214180083
Hanumangarh,Opium,Hanumangarh APMC Mandi,2018-05-13,2630.784288914642
Nagaur,Maize,Didwana Mandi,2019-02-09,2271.417628559475
Jodhpur,Mustard,Sojati Gate Mandi,2018-12-17,2457.487383489453
Jodhpur,Chilli,Jodhpur APMC Mandi,2019-03-26,2763.3478093717376
Ajmer,Bajra,Kishangarh Mandi,2018-12-29,2737.2277936697587
Nagaur,Guava,Didwana Mandi,2018-10-14,2493.3909782449177
Jodhpur,Fennel,Sojati Gate Mandi,2018-05-01,1969.5606901879846
Sri Ganganagar,Pulses,Sri Ganganagar APMC Mandi,2018-07-22,3397.843171018192
Udaipur,Coriander,Fatehnagar Mandi,2018-07-01,3023.7576910819407
Udaipur,Citrus,Fatehnagar Mandi,2019-01-12,2716.8024474664894
Bhilwara,Sugarcane,Bhilwara APMC Mandi,2018-07-30,2274.038865522709
Kota,Guava,Kota APMC Mandi,2018-03-26,2465.9223514894106
Sri Ganganagar,Pulses,Sri Ganganagar APMC Mandi,2018-05-05,2336.973871067045
Jodhpur,Coriander,Jodhpur APMC Mandi,2018-07-29,2879.1567817289165
Udaipur,Chilli,Fatehnagar Mandi,2018-04-22,2578.75086725555
Ajmer,Pomegranate,Ajmer APMC Mandi,2019-05-18,2264.75084249205
Kota,Pomegranate,Kota APMC Mandi,2018-05-28,2358.7734702625653
Jodhpur,Maize,Sojati Gate Mandi,2019-05-03,2836.3564427709716
Hanumangarh,Gram,Hanumangarh APMC Mandi,2018-08-31,2980.0293540461435
Nagaur,Onion,Didwana Mandi,2018-08-07,2958.4994690458734
Udaipur,Cotton,Udaipur APMC Mandi,2019-01-09,2727.109619516193
Nagaur,Sugarcane,Nagaur APMC Mandi,2018-09-06,2424.212539359209
Udaipur,Maize,Fatehnagar Mandi,2018-09-01,1527.5458524012638
Ajmer,Tomato,Kishangarh Mandi,2018-10-10,2589.1480071424667
Jodhpur,Opium,Jodhpur APMC Mandi,2018-12-26,2499.45137234677
Bhilwara,Citrus,Mandal Mandi,2018-11-06,2541.994628896406
Jodhpur,Guava,Jodhpur APMC Mandi,2018-10-13,2516.169204109962
Udaipur,Fennel,Fatehnagar Mandi,2018-08-30,2102.121351415253
Nagaur,Maize,Didwana Mandi,2019-03-16,2667.2225670553557
Alwar,Maize,Alwar APMC Mandi,2019-05-16,2689.6648942095553
Hanumangarh,Maize,Pilibanga Mandi,2018-06-22,2704.701634617898
Nagaur,Fenugreek,Nagaur APMC Mandi,2019-01-08,2783.973101072016
Nagaur,Cotton,Didwana Mandi,2018-06-01,2681.215493476487
Udaipur,Mango,Udaipur APMC Mandi,2018-10-16,2376.9911765383267
Jodhpur,Citrus,Sojati Gate Mandi,2018-12-11,2478.748945625173
Hanumangarh,Pulses,Pilibanga Mandi,2019-05-17,2527.337460176013
Ajmer,Oilseeds,Kishangarh Mandi,2019-04-19,2532.3098347319856
Jaipur,Oilseeds,Muhana Mandi,2019-01-25,2799.465296791519
Alwar,Cotton,Tijara Mandi,2019-02-14,2693.100625906747
Jodhpur,Pulses,Jodhpur APMC Mandi,2019-01-08,3123.203031870986
Alwar,Wheat,Alwar APMC Mandi,2018-04-14,3161.940693965402
Jodhpur,Pulses,Sojati Gate Mandi,2018-04-12,2523.8948747841773
Alwar,Guava,Alwar APMC Mandi,2018-07-17,1349.0033354621892
Alwar,Opium,Alwar APMC Mandi,2019-01-06,2871.04973983818
Sri Ganganagar,Gram,Padampur Mandi,2018-04-17,2337.8870983038837
Udaipur,Cumin,Udaipur APMC Mandi,2018-12-13,2259.5548234506978
Jaipur,Mustard,Sanganer Mandi,2018-06-28,2380.46641750319
Udaipur,Tomato,Fatehnagar Mandi,2018-03-21,2366.007085955618
Bhilwara,Citrus,Mandal Mandi,2019-02-10,2683.680943031618
Bhilwara,Opium,Bhilwara APMC Mandi,2018-09-16,2032.1692662621324
Kota,Cumin,Kota APMC Mandi,2018-07-31,2176.6837762625196
Kota,Wheat,Ramganj Mandi,2019-01-21,2602.947566259225
Bhilwara,Pomegranate,Mandal Mandi,2018-05-28,2686.8832091239924
Bhilwara,Oilseeds,Mandal Mandi,2018-09-29,2692.4624934808035
Jodhpur,Maize,Sojati Gate Mandi,2019-05-17,2263.8891163200105
Bhilwara,Mango,Bhilwara APMC Mandi,2018-11-20,2206.5203052201277
Nagaur,Chilli,Didwana Mandi,2019-04-26,2348.009549863624
Sri Ganganagar,Mango,Padampur Mandi,2019-05-07,2571.9618256854174
Udaipur,Oilseeds,Udaipur APMC Mandi,2018-11-30,2945.643210781765
Jaipur,Bajra,Kukas Mandi,2019-01-09,1885.768844268775
Hanumangarh,Cotton,Pilibanga Mandi,2019-02-11,2433.78137291249
Jodhpur,Guava,Sojati Gate Mandi,2018-08-09,2100.196467692439
Kota,Gram,Ramganj Mandi,2019-02-01,2004.3271967939531
Sri Ganganagar,Onion,Padampur Mandi,2018-06-24,2790.086993603445
Ajmer,Oilseeds,Kishangarh Mandi,2019-01-29,2663.387372349802
Sri Ganganagar,Coriander,Sri Ganganagar APMC Mandi,2018-04-25,2634.8300547841786
Ajmer,Fenugreek,Kishangarh Mandi,2019-01-15,2776.307751919298
Kota,Gram,Kota APMC Mandi,2018-06-21,2356.084330970159
Hanumangarh,Chilli,Hanumangarh APMC Mandi,2018-09-10,2370.2087450999416
Jaipur,Coriander,Muhana Mandi,2019-04-05,3155.7191850167724
Hanumangarh,Garlic,Hanumangarh APMC Mandi,2018-07-25,2426.028683722128
Jaipur,Onion,Muhana Mandi,2019-04-19,2720.5396339162276
Udaipur,Bajra,Fatehnagar Mandi,2018-07-28,2501.9144622889944
Nagaur,Citrus,Didwana Mandi,2019-04-29,1945.5224409764755
Hanumangarh,Pulses,Pilibanga Mandi,2018-03-31,1886.6112988596196
Sri Ganganagar,Gram,Sri Ganganagar APMC Mandi,2019-03-27,2326.3047340180287
Bhilwara,Citrus,Mandal Mandi,2019-01-03,2816.8303755009965
Sri Ganganagar,Mustard,Sri Ganganagar APMC Mandi,2019-05-17,2736.487496990801
Sri Ganganagar,Fenugreek,Sri Ganganagar APMC Mandi,2018-05-13,2774.22314926721
Udaipur,Mustard,Udaipur APMC Mandi,2018-06-28,2203.8861463191056
Jodhpur,Mango,Jodhpur APMC Mandi,2018-11-08,2984.761747036694
Hanumangarh,Mango,Pilibanga Mandi,2018-05-30,2210.5320099440846
Bhilwara,Fennel,Bhilwara APMC Mandi,2018-12-11,2563.8473196009904
Udaipur,Barley,Fatehnagar Mandi,2019-03-27,2496.894313027679
Jodhpur,Opium,Sojati Gate Mandi,2018-05-02,2447.837853905624
Ajmer,Garlic,Ajmer APMC Mandi,2018-06-23,2901.5776414886823
Jaipur,Maize,Chandpole Mandi,2018-09-06,2288.466843950212
Nagaur,Pomegranate,Nagaur APMC Mandi,2018-03-26,2095.1184232864216
Ajmer,Cotton,Kishangarh Mandi,2019-01-20,2505.998645861926
Kota,Onion,Kota APMC Mandi,2019-02-17,2380.051979714042
Bhilwara,Sugarcane,Bhilwara APMC Mandi,2019-01-28,3513.2148757247937
Ajmer,Fennel,Ajmer APMC Mandi,2018-11-10,2702.9522429319923
Hanumangarh,Bajra,Hanumangarh APMC Mandi,2018-06-09,2377.197827434413
Alwar,Mustard,Tijara Mandi,2018-10-17,2183.166529243874
Hanumangarh,Coriander,Hanumangarh APMC Mandi,2019-01-31,1935.9134768293648
Kota,Barley,Ramganj Mandi,2018-08-16,2192.4342742787703
Sri Ganganagar,Coriander,Padampur Mandi,2019-03-11,2534.4825315277394
Nagaur,Maize,Didwana Mandi,2018-04-02,2928.198595478431
Bhilwara,Chilli,Bhilwara APMC Mandi,2018-06-07,2836.506742716376
Sri Ganganagar,Maize,Padampur Mandi,2018-04-03,2568.728449493914
Bhilwara,Onion,Mandal Mandi,2018-06-15,2403.049700289255
Nagaur,Guava,Didwana Mandi,2018-06-27,2580.6437069236463
Sri Ganganagar,Gram,Sri Ganganagar APMC Mandi,2018-04-28,2344.408600754627
Jodhpur,Sugarcane,Sojati Gate Mandi,2019-02-14,3015.5091987291626
Bhilwara,Mango,Bhilwara APMC Mandi,2018-11-09,2443.242945617476
Alwar,Gram,Alwar APMC Mandi,2018-11-09,2474.098642525982
Bhilwara,Mango,Bhilwara APMC Mandi,2019-02-24,1835.2532724937996
Udaipur,Opium,Fatehnagar Mandi,2019-02-09,2441.369546043171
Kota,Onion,Ramganj Mandi,2018-11-05,2750.9452413894824
Nagaur,Citrus,Nagaur APMC Mandi,2018-11-18,2179.6832268884364
Jaipur,Sugarcane,Kisan Mandi,2019-05-16,2274.783899652156
Hanumangarh,Bajra,Pilibanga Mandi,2018-10-09,2737.8133053200995
Jaipur,Garlic,Kisan Mandi,2019-03-18,2057.002832944584
Sri Ganganagar,Fenugreek,Padampur Mandi,2019-04-29,2817.3403022625753
Alwar,Pomegranate,Tijara Mandi,2018-04-18,2340.3568329480695
Alwar,Pomegranate,Tijara Mandi,2018-10-28,2383.429533852639
Jaipur,Cotton,Kukas Mandi,2018-09-13,2162.836478462322
Ajmer,Mango,Ajmer APMC Mandi,2018-04-09,2613.413878128365
Sri Ganganagar,Tomato,Padampur Mandi,2018-04-19,3237.961595508814
Ajmer,Cumin,Ajmer APMC Mandi,2019-01-03,2734.4491718381896
Hanumangarh,Bajra,Hanumangarh APMC Mandi,2018-07-12,2240.7144214178393
Nagaur,Coriander,Didwana Mandi,2018-06-26,2840.6861756474427
Kota,Coriander,Kota APMC Mandi,2019-05-09,2404.996136219725
Jaipur,Pomegranate,Muhana Mandi,2018-08-15,2912.3454944282676
Udaipur,Guava,Udaipur APMC Mandi,2019-05-09,2742.002920649309
Jaipur,Chilli,Chandpole Mandi,2018-11-06,1617.05753035848
Udaipur,Garlic,Udaipur APMC Mandi,2018-12-01,2198.776110113492
Kota,Garlic,Ramganj Mandi,2019-03-07,2783.315566850617
Ajmer,Sugarcane,Ajmer APMC Mandi,2018-06-27,2545.4971816435054
Udaipur,Mango,Fatehnagar Mandi,2019-01-14,2192.873215687645
Ajmer,Garlic,Ajmer APMC Mandi,2018-12-06,2309.923145351856
Jaipur,Barley,Muhana Mandi,2019-04-14,1928.129013973186
Hanumangarh,Gram,Pilibanga Mandi,2018-10-17,2473.4880137420814
Bhilwara,Barley,Bhilwara APMC Mandi,2018-03-30,3163.2069178047295
Sri Ganganagar,Sugarcane,Sri Ganganagar APMC Mandi,2019-01-18,2741.480017219698
Ajmer,Fennel,Ajmer APMC Mandi,2018-06-16,3157.125100356527
Jaipur,Cotton,Sanganer Mandi,2018-12-29,2764.719126936994
Jodhpur,Pomegranate,Sojati Gate Mandi,2019-01-05,2808.2438030058074
Kota,Cotton,Kota APMC Mandi,2018-08-01,3092.2236063235073
Jodhpur,Mustard,Sojati Gate Mandi,2018-12-26,2613.1789778026678
Jaipur,Wheat,Sanganer Mandi,2018-10-19,2443.831803547936
Hanumangarh,Coriander,Hanumangarh APMC Mandi,2018-08-31,2809.7972549866035
Jodhpur,Cumin,Sojati Gate Mandi,2018-08-18,2936.1520711365656
Ajmer,Coriander,Kishangarh Mandi,2018-03-26,2356.0106071863374
Udaipur,Citrus,Udaipur APMC Mandi,2018-10-24,2283.5292752979913
Sri Ganganagar,Cotton,Padampur Mandi,2019-03-28,2541.656809729264
Ajmer,Gram,Kishangarh Mandi,2018-10-08,2749.4496600794987
Nagaur,Onion,Didwana Mandi,2019-03-05,2739.4273145984685
Sri Ganganagar,Citrus,Sri Ganganagar APMC Mandi,2018-12-07,2072.7497199437203
Ajmer,Citrus,Kishangarh Mandi,2018-09-18,3073.4818201189964
Bhilwara,Sugarcane,Bhilwara APMC Mandi,2018-06-30,2307.650521180945
Alwar,Wheat,Tijara Mandi,2018-05-12,2420.4805009334264
Alwar,Guava,Alwar APMC Mandi,2019-01-30,2229.203692003654
Bhilwara,Maize,Bhilwara APMC Mandi,2019-02-26,3309.4986507811263
Alwar,Maize,Tijara Mandi,2018-08-30,2572.62120108639
Udaipur,Onion,Udaipur APMC Mandi,2019-02-20,2244.7074757955306
Sri Ganganagar,Mango,Sri Ganganagar APMC Mandi,2018-09-18,2759.177064988734
Jodhpur,Gram,Jodhpur APMC Mandi,2018-05-13,2730.74073379301
Ajmer,Onion,Ajmer APMC Mandi,2018-06-13,2443.681892926035
Jodhpur,Pulses,Sojati Gate Mandi,2019-05-05,2752.182013835015
Nagaur,Onion,Nagaur APMC Mandi,2019-02-05,2252.412411750741
Jaipur,Onion,Kisan Mandi,2018-06-02,2352.1245175152244
Alwar,Sugarcane,Tijara Mandi,2019-01-13,1896.9350036301812
Kota,Barley,Ramganj Mandi,2018-11-24,2102.814674734131
Nagaur,Coriander,Didwana Mandi,2019-01-24,3042.289241701206
Jaipur,Cotton,Sanganer Mandi,2018-06-28,2992.4285883166945
Ajmer,Garlic,Kishangarh Mandi,2018-09-24,2519.7365945946885
Hanumangarh,Onion,Pilibanga Mandi,2019-02-01,2998.8794341569514
Ajmer,Mango,Kishangarh Mandi,2019-04-09,2451.9776540175085
Bhilwara,Chilli,Bhilwara APMC Mandi,2018-09-04,2426.976909229628
Jodhpur,Citrus,Jodhpur APMC Mandi,2018-04-11,2516.953194539667
Alwar,Pulses,Alwar APMC Mandi,2018-09-29,2462.5235214029303
Kota,Chilli,Kota APMC Mandi,2018-05-21,2435.441102931946
Kota,Bajra,Ramganj Mandi,2018-11-28,2843.0194321448657
Jodhpur,Barley,Sojati Gate Mandi,2019-04-24,2545.0406961868607
Bhilwara,Oilseeds,Mandal Mandi,2018-12-23,2713.744529330141
Kota,Garlic,Ramganj Mandi,2018-11-12,2809.414157583199
Alwar,Wheat,Tijara Mandi,2018-06-04,2616.45573869642
Jodhpur,Citrus,Sojati Gate Mandi,2018-07-16,2208.9186022275285
Sri Ganganagar,Chilli,Padampur Mandi,2018-07-31,2094.1402333107885
Nagaur,Guava,Nagaur APMC Mandi,2019-05-11,2544.6341904421915
Kota,Sugarcane,Kota APMC Mandi,2018-09-13,2448.6231085525196
Nagaur,Opium,Didwana Mandi,2018-05-03,2526.2174286760364
Hanumangarh,Coriander,Pilibanga Mandi,2018-04-17,2495.183788225424
Bhilwara,Tomato,Bhilwara APMC Mandi,2018-09-30,3275.07209804997
Udaipur,Pulses,Udaipur APMC Mandi,2018-05-22,2100.9321233075984
Hanumangarh,Opium,Pilibanga Mandi,2018-10-22,1903.0161190536626
Jaipur,Mango,Kukas Mandi,2019-04-15,2599.713050055883
Kota,Pulses,Ramganj Mandi,2018-10-13,2387.0732336235415
Jodhpur,Wheat,Sojati Gate Mandi,2018-09-11,2594.8203609189854
Ajmer,Bajra,Ajmer APMC Mandi,2018-11-17,2675.1649066852005
Hanumangarh,Tomato,Pilibanga Mandi,2018-05-02,2885.231408553669
Jodhpur,Barley,Sojati Gate Mandi,2019-01-25,2047.8322538848186
Nagaur,Oilseeds,Nagaur APMC Mandi,2018-05-14,2332.9846306428512
Udaipur,Fennel,Udaipur APMC Mandi,2018-06-08,2628.628377664229
Udaipur,Fennel,Udaipur APMC Mandi,2018-05-12,2731.1390787061678
Ajmer,Cotton,Kishangarh Mandi,2018-11-24,3158.0348650865158
Alwar,Cumin,Tijara Mandi,2018-05-22,2786.71119133416
Udaipur,Coriander,Fatehnagar Mandi,2018-06-30,2482.963421234117
Sri Ganganagar,Garlic,Sri Ganganagar APMC Mandi,2018-10-23,2232.8692741172017
Jodhpur,Cumin,Jodhpur APMC Mandi,2019-01-14,2330.713044184294
Jodhpur,Bajra,Sojati Gate Mandi,2018-11-06,2322.189153112868
Kota,Cotton,Kota APMC Mandi,2018-07-25,2696.5700885541282
Kota,Chilli,Ramganj Mandi,2018-11-11,2577.099233675749
